GENE;L-O-1;L-O-2;L-O-3;D-O-1;D-O-2;D-O-3;D-A-4;D-A-5;D-A-2
cds682-IS5-family-transposase;1480;217;2134;1531;235;252;1305;2170;990
cds683;1236;184;2521;414;113;91;402;1025;301
cds684;80;4;220;383;73;72;384;1183;338
cds685-integrase-family-protein;838;141;1995;2724;599;607;2809;6817;2080
cds686;600;51;1195;1919;323;369;1617;3630;1593
cds687-IS3-family-transposase;293;24;961;1649;294;339;1441;2864;1160
cds688;182;16;477;876;146;196;709;1278;641
cds689;478;96;938;974;202;192;981;2415;640
cds690-transcriptional-regulator;618;154;943;645;260;177;1008;2210;509
cds691;195;20;769;1116;357;324;1413;4287;1029
cds69-1-acyl-sn-glycerol-3-phosphate-acyltransferase;278;34;1041;1330;458;372;1602;4473;1487
cds692-hypothetical-protein;193;54;576;815;147;141;678;1624;452
cds693-hypothetical-protein;894;120;2295;3721;748;718;3840;9018;2588
cds694;115;11;314;469;180;179;599;1708;379
cds695;96;12;189;283;56;55;239;448;209
cds696-hypothetical-protein;554;95;1618;1459;514;552;1646;3307;1480
cds697;427;32;1369;1694;440;446;1714;4030;1339
cds698;30;6;160;424;65;51;308;671;324
cds699;140;21;229;559;81;89;488;1107;432
cds6-Uncharacterised-protein;646;403;2648;314;140;89;150;184;142
cds7;1937;1068;3803;243;562;195;85;172;129
cds700;162;28;516;686;171;187;830;1733;608
cds701;442;25;1131;1779;367;324;1450;3957;1349
cds702-Tetracenomycin-polyketide-synthesis-8-O-methyl-transferase-TcmO;574;43;1375;2527;486;477;2427;5233;1773
cds703;356;47;952;1830;273;319;1769;3703;1265
cds704-monooxygenase;602;49;1422;2552;478;519;2228;5139;2314
cds705-LmbE-family-protein;181;12;618;1015;195;243;914;2339;653
cds706-SMP-30/gluconolactonase/LRE-family-protein;430;32;1114;1881;348;379;1458;3003;1210
cds707;104;13;254;669;99;118;436;962;371
cds708;100;3;262;510;88;84;357;823;387
cds709;139;14;373;625;127;72;517;1172;338
cds70-YdcF-family-protein;173;27;499;975;151;159;649;1646;712
cds710;90;10;246;416;51;56;392;840;181
cds711;195;44;470;579;182;150;612;1740;355
cds712-hypothetical-protein;1054;210;2821;3123;930;887;3946;8908;2982
cds713;527;37;1311;2410;486;539;1974;4626;1872
cds714;140;9;409;765;129;150;826;1858;513
cds715;26;3;105;216;17;19;156;403;123
cds716;44;8;158;387;27;67;210;519;180
cds717-hypothetical-protein;482;52;1664;2578;441;567;2664;6443;1706
cds718-rhodanese-like-domain-containing-protein;170;19;515;1207;207;183;1169;2355;885
cds719-zinc-binding-alcohol-dehydrogenase-family-protein;515;45;1429;2261;492;466;2009;4580;1822
cds71-tRNA-(adenosine(37)-N6)-threonylcarbamoyltransferase-complex-dimerization-subunit-type-1-TsaB;416;88;1322;1472;473;472;1942;4632;1630
cds72;167;30;361;536;133;131;564;1443;464
cds720;166;17;324;476;40;67;420;637;263
cds721;243;32;817;1010;340;384;1344;4427;896
cds722-HAD-family-hydrolase;779;57;2267;3863;721;782;3321;8273;3076
cds723-TerB-family-tellurite-resistance-protein;581;115;1144;1070;270;274;925;2374;1051
cds724-hypothetical-protein;387;78;1434;1075;283;327;1246;3229;1012
cds725-hypothetical-protein;359;40;995;1263;308;358;1267;3037;1232
cds726-NAD-dependent-epimerase/dehydratase-family-protein;360;33;949;1660;311;305;1580;3479;1390
cds727-DUF296-domain-containing-protein;239;19;747;1014;255;252;912;2799;984
cds728-hypothetical-protein;149;16;479;778;160;179;855;2070;704
cds729-YccF-domain-containing-protein;117;11;340;721;99;111;650;1565;526
cds730-Nuclear-transport-factor-2;1150;366;2209;1764;352;324;1596;3436;1250
cds731-beta-carotene-ketolase;418;81;1054;1290;357;290;1448;4055;1114
cds732-hypothetical-protein;160;21;478;673;63;111;468;882;357
cds733-magnesium-chelatase-ATPase-subunit-D;932;126;2797;3989;957;970;4479;10078;3690
cds734-MCE-family-protein;390;68;1060;1456;335;361;1631;4358;1300
cds735-ATP-binding-cassette-domain-containing-protein;269;38;1037;1398;269;307;1303;2647;1109
cds736-YvcK-family-protein;737;64;1696;2442;552;471;2368;5493;1994
cds737-NAD(P)H-quinone-oxidoreductase-subunit-J;269;29;602;793;163;161;747;1831;569
cds738-NADH-quinone-oxidoreductase-subunit-B;767;164;1709;2257;494;457;2454;6358;1842
cds739-NAD(P)H-quinone-oxidoreductase-subunit-3;2619;1200;3405;1043;340;260;1260;2621;868
cds73-CCA-tRNA-nucleotidyltransferase;582;84;1736;2494;516;479;2650;5410;1944
cds740-rubredoxin;355;60;921;1129;234;264;960;2516;660
cds741-photosynthesis-system-II-assembly-factor-Ycf48;559;113;1427;1656;401;438;1951;4651;1685
cds742-cytochrome-b559-subunit-alpha;1807;444;3061;700;157;172;699;1146;423
cds743-MULTISPECIES:-cytochrome-b559-subunit-beta;1903;312;1119;321;74;54;380;995;181
cds744-photosystem-II-reaction-center-protein-L;1509;202;1103;225;55;60;348;564;114
cds745-MULTISPECIES:-photosystem-II-reaction-center-protein-J;566;187;624;276;48;71;239;652;216
cds746-NAD-dependent-epimerase;606;126;1623;2195;412;422;2261;5177;1611
cds747;93;10;149;258;20;30;180;438;119
cds748-UDP-glucose-4-epimerase-GalE;462;60;917;1777;209;275;1691;3014;1143
cds749-SDR-family-oxidoreductase;480;53;845;1411;210;237;1264;2561;947
cds74-RNA-binding-protein;2793;1349;3919;1242;293;306;1425;3120;901
cds750-UDP-glucose-6-dehydrogenase;657;43;1394;2587;475;504;2347;5271;1985
cds751-histidyl-tRNA-synthetase;470;45;1501;1877;537;511;2040;5099;1692
cds752-7-carboxy-7-deazaguanine-synthase-QueE;272;33;928;1365;238;256;1289;3130;1260
cds753-CTP-synthase;966;323;3191;3643;910;876;3810;8871;2926
cds754-DNA-starvation/stationary-phase-protection-protein;281;80;904;1058;274;156;773;2124;798
cds755-RNA-polymerase-sigma-factor,-RpoD/SigA-family;411;39;1352;1763;376;376;1695;3080;1343
cds756-aspartate--tRNA-ligase;964;156;2412;3750;906;770;3916;8947;3385
cds757-glycine-cleavage-system-aminomethyltransferase-GcvT;439;32;1183;2135;482;429;1963;5862;1642
cds758-hypothetical-protein;168;22;469;596;80;91;509;1295;382
cds759-cyclic-nucleotide-binding-domain-containing-protein;226;81;455;543;106;137;605;992;353
cds75-alpha/beta-fold-hydrolase;646;182;1500;1552;282;303;1350;2932;1285
cds760-agmatinase;408;45;1117;1615;468;339;1628;4361;1489
cds761-polyamine-aminopropyltransferase;547;70;1241;1490;459;401;1903;4510;1428
cds762-carbonic-anhydrase;349;24;901;1282;326;321;1150;2913;907
cds763-aminoacyl-tRNA-hydrolase;129;8;461;638;148;158;708;1625;581
cds764-hypothetical-protein;398;54;1263;1121;627;636;1935;5680;1520
cds765-nuclear-transport-factor-2-family-protein;1286;362;2160;954;235;235;1177;2648;745
cds766-STAS/SEC14-domain-containing-protein;798;405;1952;2178;456;422;2156;5916;1556
cds767-alpha/beta-fold-hydrolase;378;55;934;1227;307;279;1477;3472;1063
cds768;84;16;226;361;61;57;235;391;287
cds769-DUF393-domain-containing-protein;295;48;562;735;164;154;671;1524;566
cds76-phytoene-synthase;436;71;1308;1623;391;461;1548;4455;1401
cds770-methyltransferase-domain-containing-protein;638;146;998;1248;216;232;1183;2994;1085
cds77-15-cis-phytoene-desaturase;931;178;1656;2238;399;404;2095;3898;1546
cds771-transcriptional-regulator-AbrB;2568;506;1915;848;226;215;699;1437;608
cds772-GNAT-family-N-acetyltransferase;257;22;875;1641;300;299;1436;3540;1109
cds773-hypothetical-protein;194;37;592;1120;171;161;952;2218;790
cds774-MCE-family-protein;297;48;969;1794;329;338;1820;4558;1205
cds775-K+-channel,-inward-rectifier;342;50;1176;1610;397;340;1769;4995;1421
cds776-DUF393-domain-containing-protein;148;7;422;679;102;92;593;1549;479
cds777-hypothetical-protein;221;39;514;754;200;180;907;2152;830
cds778-gamma-glutamylcyclotransferase;398;31;1001;1386;310;381;1383;3051;1488
cds779-ABC-transporter-ATP-binding-protein;370;56;1022;1586;296;350;1339;2809;1114
cds780;389;42;976;1156;379;381;1357;4181;1224
cds781-sugar-ABC-transporter-permease;571;94;1242;1499;356;350;1720;4775;1647
cds782-ABC-transporter-substrate-binding-protein;1038;196;2609;2893;842;709;3468;9311;2742
cds783-hypothetical-protein;185;47;484;704;138;145;760;1929;675
cds784-hypothetical-protein;317;22;844;1577;274;268;1548;3032;1181
cds785-(2Fe-2S)-binding-protein;466;61;1518;2048;582;549;2656;6377;2054
cds786-ABC-transporter-ATP-binding-protein;272;35;825;1556;232;218;1551;3875;1132
cds787-ABC-transporter-permease;290;24;683;1138;197;196;938;2318;735
cds788-aliphatic-sulfonate-ABC-transporter-substrate-binding-protein;726;220;2077;2244;882;900;3307;7481;1786
cds789-type-III-glutamate--ammonia-ligase;609;109;1979;2769;614;576;2642;5282;1865
cds78-NAD(P)H-quinone-oxidoreductase;133;25;542;783;181;161;901;1805;486
cds790-hydrogenase-accessory-protein-HypB;231;7;475;944;163;205;662;1572;687
cds791-hydrogenase-maturation-nickel-metallochaperone-HypA;228;46;846;836;345;289;1168;2421;711
cds792-agmatinase;599;69;1481;2355;439;480;2224;5358;2086
cds793-galactose-mutarotase;359;40;997;1681;349;384;1617;3683;1306
cds794-alpha/beta-fold-hydrolase;419;82;1553;2167;579;411;2732;6403;1926
cds795-hypothetical-protein;161;43;397;510;154;128;656;1422;712
cds796-cation:proton-antiporter;651;71;1543;2283;534;559;2363;5863;1922
cds797-glycogen/starch/alpha-glucan-phosphorylase;1187;211;2701;4649;761;797;3909;7986;3296
cds798-hypothetical-protein;1055;493;2143;915;220;209;751;1489;745
cds799-hypothetical-protein;213;48;597;755;164;162;591;792;644
cds79-hypothetical-protein-WH5701_00845;567;82;1080;1099;176;203;1147;2092;676
cds80;262;27;832;1250;209;227;1114;2720;881
cds800;32715;17962;65207;620;4095;3820;1049;2861;588
cds801-ribonuclease-III;429;48;1093;1742;324;315;1564;3594;1077
cds802-DUF3252-domain-containing-protein;151;33;416;395;71;80;397;1009;328
cds803-16S-rRNA-processing-protein;411;98;1493;1643;461;449;2008;4407;1405
cds804-mannose-1-phosphate-guanylyltransferase/mannose-6-phosphate-isomerase;661;111;2216;2778;632;760;2791;6919;2542
cds805-selenide,-water-dikinase-SelD;798;67;2549;4034;1001;1003;4045;11395;3711
cds806-UDP-glucose-4-epimerase-GalE;338;31;918;1688;345;319;1454;4010;1395
cds807-hypothetical-protein;1042;125;3343;4444;1216;1041;4804;11957;4152
cds808-glycogen/starch/alpha-glucan-phosphorylase;999;115;2621;3839;588;786;2974;5829;3030
cds809-transglutaminase-family-protein;833;259;2416;1919;1072;994;2406;7055;1954
cds81;328;70;606;613;159;109;527;1138;345
cds810-alpha-E-domain-containing-protein;520;85;1347;1738;465;429;2062;5134;1328
cds811;267;32;1161;1552;372;333;1851;4268;1459
cds812;195;32;611;963;263;227;1042;2239;726
cds813;755;76;1637;2894;467;618;2846;7145;1851
cds814-urease-subunit-alpha;999;135;2825;4294;835;991;3819;8478;3139
cds815-urease-subunit-beta;195;67;803;708;257;177;843;1976;746
cds816-MULTISPECIES:-urease-subunit-gamma;300;40;508;501;118;102;392;883;382
cds817-urease-accessory-protein-UreD;437;87;1290;1775;475;428;1912;5209;1576
cds818;151;14;628;882;226;174;1066;2554;845
cds819-urease-accessory-protein-UreF;196;18;557;957;190;220;764;1827;814
cds820-urease-accessory-protein-UreG;248;36;578;1037;161;193;902;1581;723
cds821-urea-ABC-transporter-substrate-binding-protein;582;108;1387;1847;320;354;1605;3064;1318
cds822-urea-ABC-transporter-permease-subunit-UrtB;920;91;2700;2221;464;527;2512;5116;1763
cds823-urea-ABC-transporter-permease-subunit-UrtC;497;79;1952;2380;929;767;3413;9697;1909
cds824-urea-ABC-transporter-ATP-binding-protein-UrtD;179;21;712;1181;204;262;1236;2761;937
cds825-urea-ABC-transporter-ATP-binding-subunit-UrtE;228;33;824;1328;275;369;1318;3441;861
cds826-hypothetical-protein;74;8;267;436;72;96;351;1013;281
cds827-acetamidase/formamidase-family-protein;552;56;1602;2136;479;499;2324;5726;2064
cds828-hypothetical-protein;255;65;801;1015;281;244;1165;3597;915
cds829-4-amino-4-deoxychorismate-lyase;300;22;1070;1701;389;474;1675;4796;1565
cds82-hypothetical-protein;309;45;932;1262;279;281;1219;3222;1058
cds83;527;75;1243;2169;324;400;1908;4285;1450
cds830-anthranilate-synthase-component-I-family-protein;596;53;1752;2620;743;631;2569;6970;2565
cds831-ExsB;264;26;737;1426;240;262;1370;2954;1002
cds832-serine/threonine-protein-kinase;1153;129;3105;4506;923;1058;4278;10534;4255
cds833-cysteine-synthase-A;338;58;1054;1843;376;376;1744;3753;1361
cds834-hypothetical-protein-WH5701_03469;632;54;1652;2383;598;579;2438;7034;1848
cds835-L-histidine-N(alpha)-methyltransferase;492;28;1219;2176;445;414;2152;5423;1731
cds836-hypothetical-protein;179;26;404;371;114;78;464;871;398
cds837-hypothetical-protein;195;14;498;600;192;199;583;1155;788
cds838-YdcF-family-protein;371;55;789;1244;284;310;1201;2957;993
cds839-MULTISPECIES:-hypothetical-protein;441;102;1077;822;268;298;688;1232;793
cds84;269;46;1014;1471;333;288;1827;4301;1288
cds840;204;32;394;607;158;139;593;1271;545
cds841;577;98;1168;1779;390;315;1735;3484;1704
cds842;97;11;226;292;57;66;287;584;356
cds843-response-regulator;336;93;911;1440;290;314;1448;3327;1367
cds844;325;29;752;1282;245;329;941;2305;1026
cds845;137;13;407;661;137;149;575;1492;655
cds846;141;34;690;909;236;212;974;2686;736
cds847;113;7;269;363;148;138;535;955;483
cds848-rod-shape-determining-protein-MreC;213;13;700;849;266;225;912;2010;967
cds849;45;8;191;275;56;54;258;581;279
cds850;398;85;1000;1770;351;364;1381;2684;1064
cds851-single-stranded-DNA-binding-protein;414;85;935;998;353;339;1491;3553;840
cds852-DedA-family-protein;453;85;901;1007;217;227;956;2283;909
cds853-glycosyltransferase;5122;687;10905;2641;556;473;2442;4816;1572
cds854-S-adenosyl-L-homocysteine-hydrolase;1366;565;3340;3085;476;554;2443;5069;1926
cds855-tRNA-(adenosine(37)-N6)-threonylcarbamoyltransferase-complex-ATPase-subunit-type-1-TsaE;329;62;975;1359;373;377;1824;4096;1097
cds856-carbohydrate-kinase;539;124;1497;1707;677;576;2327;6266;1879
cds857-probable-adenine-glycosylase;398;65;1358;1811;498;507;2024;4487;1798
cds858-type-II-alternative-RNA-polymerase-sigma-factor,-sigma-70-family-protein;2494;1299;4660;2930;1529;1024;3929;9421;2356
cds859-magnesium-transporter;606;77;1702;2723;654;627;2993;6697;2029
cds85-NADH-quinone-oxidoreductase-subunit-M;713;143;2475;3077;655;602;3652;8208;2456
cds860-glutathione-peroxidase;169;18;400;738;117;133;551;1097;498
cds861-Na+/H+-exchanging-protein:Na+/H+-antiporter;424;24;1319;2296;520;514;2329;6197;2077
cds862-hypothetical-protein;84;14;379;421;102;140;520;1394;475
cds863-DNA-topoisomerase-(ATP-hydrolyzing)-subunit-B;2750;587;4252;3910;896;893;4433;10056;2762
cds864-tRNA-(adenosine(37)-N6)-dimethylallyltransferase-MiaA;480;58;1295;1928;458;423;2319;5124;2013
cds865-translation-initiation-factor-IF-3;2597;718;3967;1604;641;657;2148;6130;1101
cds866-hypothetical-protein;256;35;735;1470;254;281;1422;2735;1135
cds867-GntR-family-transcriptional-regulator;749;66;1358;1775;424;455;1624;3718;1284
cds868-serine-O-acetyltransferase;336;68;862;1582;215;265;1380;3131;1066
cds869-ABC-transporter-permease;429;73;811;1363;219;206;1655;3304;627
cds86-LapA-family-protein;341;74;702;818;249;274;756;2198;655
cds870-ABC-transporter-ATP-binding-protein;3316;391;3709;2117;297;304;1996;4584;1078
cds871-glycosyltransferase;751;93;1712;2428;526;551;2437;5617;2034
cds872;974;422;2209;2022;368;376;1783;4700;1251
cds873-ATP-binding-cassette-domain-containing-protein;4131;794;6861;4858;1080;1095;5561;9956;3826
cds874-HlyD-family-efflux-transporter-periplasmic-adaptor-subunit;6566;1154;9725;2000;378;415;2441;5176;1349
cds875;110029;25477;158178;2594;582;591;3114;5475;1529
cds876-glycosyltransferase;495;94;1370;2075;359;352;1624;4113;1216
cds877-glycosyl-transferase-family-1;785;153;2052;2413;528;506;3018;6320;1800
cds878-IS5-family-transposase,-partial;812;70;1552;2367;374;409;2096;4633;1496
cds879;86;9;135;269;28;40;261;345;86
cds87-putative-segregation-and-condensation-protein-A;437;71;1149;1464;270;287;1483;3079;1172
cds880;390;18;628;828;200;182;1170;2853;407
cds881-glycosyltransferase-family-2-protein;501;24;653;1069;167;158;958;2338;455
cds882;177;15;346;442;68;61;531;1503;202
cds883;1622;90;1001;639;64;84;541;716;308
cds884;6737;858;6994;3010;543;553;3445;7387;1723
cds885-N-acetyltransferase;284;47;866;954;309;258;1549;2768;1043
cds886-hypothetical-protein;537;122;1328;1662;455;342;1891;4235;1130
cds887;141;22;292;303;55;61;308;915;197
cds888-transposase;676;116;1231;1417;274;267;1278;2211;945
cds889-IS5-family-transposase;1381;222;2093;1470;256;292;1325;2368;942
cds88-NDP-sugar-synthase;1082;283;2121;1880;377;477;1694;3525;1490
cds890-IS5-family-transposase;583;78;878;1440;172;243;1108;1845;799
cds891;244;62;619;1009;159;143;828;1804;469
cds892-hypothetical-protein-BM449_05470;183;28;757;822;272;294;1309;4001;745
cds893-HNH-endonuclease;340;37;1122;1358;381;389;1792;3861;1298
cds894;466;58;1316;2126;402;473;1895;5412;1901
cds895-addiction-module-protein;167;42;703;653;132;159;872;2159;442
cds896-DUF433-domain-containing-protein;281;48;884;1610;284;279;1679;4055;1166
cds897-hypothetical-protein;181;31;608;953;245;193;1249;3055;642
cds898;162;13;491;1059;156;159;824;2131;778
cds899-DUF1778-domain-containing-protein;129;18;336;566;82;104;366;780;476
cds89-methylenetetrahydrofolate-reductase;349;62;1040;1509;338;294;1525;3762;1263
cds8-inositol-phosphatase;451;89;1159;1506;221;275;1307;2930;998
cds9;413;50;974;1177;293;309;1440;3076;1152
cds900-N-acetyltransferase;265;37;690;998;182;147;899;1639;886
cds901;221;37;691;1221;185;212;1057;2360;703
cds902-addiction-module-antidote-protein,-HigA-family;80;8;318;493;82;96;526;1075;335
cds903;211;29;632;890;252;280;899;3258;850
cds904-MULTISPECIES:-2-oxoisovalerate-dehydrogenase;106;30;335;467;115;76;408;850;394
cds905-type-II-toxin-antitoxin-system-HicA-family-toxin;187;10;333;443;51;109;200;479;304
cds906-hypothetical-protein;165;45;448;554;119;116;592;1062;518
cds907-DUF4926-domain-containing-protein;71;17;162;291;32;36;218;305;216
cds908;178;17;364;616;116;135;525;1410;503
cds909-hypothetical-protein;126;9;352;535;82;115;507;980;468
cds90-response-regulator-transcription-factor;479;193;1667;489;148;173;344;753;287
cds910;37;6;82;156;24;29;120;192;91
cds911;156;38;550;600;158;148;1049;2152;524
cds912-growth-regulator;134;21;413;500;137;151;636;1216;524
cds913-growth-inhibitor-PemK;138;15;413;450;106;107;562;1304;460
cds914;143;20;545;829;160;183;1042;2541;638
cds915-hypothetical-protein-DCF23_14575;149;18;511;450;186;182;549;642;493
cds916;161;10;367;771;155;148;900;1681;629
cds917-toxin;521;61;878;746;205;174;966;2110;367
cds918-hypothetical-protein;150;25;328;541;113;100;520;1382;402
cds919-hypothetical-protein-WH5701_04395;308;22;362;481;99;100;479;1195;244
cds91-hypothetical-protein;134;15;268;336;74;76;298;469;225
cds920-hypothetical-protein;705;93;1965;2808;635;552;3294;6766;2315
cds921;107;5;245;504;73;113;562;1080;348
cds922;123;14;362;585;122;164;649;1393;550
cds923;80;5;223;335;59;80;383;639;240
cds924;552;49;1696;2955;471;560;2627;6035;2078
cds925;602;51;1413;2663;500;538;2471;4942;2032
cds926;456;49;950;939;247;185;1119;2271;694
cds927;619;75;1432;2148;447;409;2412;5043;1583
cds928;82;10;207;297;28;53;264;757;168
cds929-Hsp20/alpha-crystallin-family-protein;348;85;1350;919;304;381;1014;2000;731
cds92-CYTH-domain-containing-protein;310;99;1077;1411;268;269;1490;3760;1030
